Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification/SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year,ACR Retirement Data,Updated 12-31-23,Total Credits Retired:,"31,956,128"
ACR113,2003,ACR-US-113-2003-149-201253333 to 201253333,1,4/19/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253334 to 201253334,1,4/19/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253335 to 201253335,1,4/19/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361867 to 201361886,20,4/25/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361887 to 201361926,40,4/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361927 to 201361946,20,5/9/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361947 to 201361966,20,5/11/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361967 to 201361986,20,5/29/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201361987 to 201362026,40,6/22/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362027 to 201362036,10,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253336 to 201253336,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253337 to 201253337,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253338 to 201253338,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253339 to 201253339,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253340 to 201253340,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253341 to 201253341,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253342 to 201253342,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253343 to 201253343,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253344 to 201253344,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201253345 to 201253345,1,8/27/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362037 to 201362046,10,11/22/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362047 to 201362056,10,12/1/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362057 to 201362206,150,12/19/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362207 to 201362226,20,12/22/2010,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2010,,,,
ACR113,2003,ACR-US-113-2003-149-201362227 to 201362266,40,1/23/2011,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,,,12/20/2007,2011,,,,
ACR113,2003,ACR-US-113-2003-149-201365738 to 201371262,5525,12/9/2013,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Carbonfund.org,,,12/20/2007,2013,,,,
ACR113,2003,ACR-US-113-2003-149-201362267 to 201365737,3471,12/9/2013,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Carbonfund.org,,,12/20/2007,2013,,,,
ACR119,2003,ACR-US-119-2003-163-119830752 to 119830771,20,3/23/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830772 to 119830791,20,3/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830792 to 119830821,30,3/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830822 to 119830871,50,4/2/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830872 to 119830921,50,4/4/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830922 to 119830931,10,4/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830932 to 119830961,30,4/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830962 to 119830971,10,4/8/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830972 to 119830981,10,4/11/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833629 to 119833668,40,4/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830982 to 119830991,10,4/15/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119830992 to 119831001,10,4/17/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831002 to 119831031,30,4/18/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831032 to 119831051,20,4/18/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831052 to 119831071,20,4/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831072 to 119831081,10,4/25/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831082 to 119831091,10,5/3/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831092 to 119831101,10,5/5/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831102 to 119831201,100,5/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831202 to 119831221,20,5/12/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831222 to 119831251,30,5/16/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831252 to 119831271,20,5/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831272 to 119831301,30,5/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831302 to 119831311,10,5/29/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831312 to 119831361,50,6/5/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831362 to 119831371,10,6/5/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831372 to 119831401,30,6/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831402 to 119831411,10,6/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831412 to 119831441,30,6/16/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831442 to 119831461,20,6/18/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831462 to 119831471,10,6/20/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831472 to 119831481,10,6/20/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831482 to 119831531,50,6/25/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119831532 to 119832208,677,6/30/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832209 to 119832258,50,7/5/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832259 to 119832278,20,7/10/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832399 to 119832448,50,7/12/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832449 to 119832468,20,7/16/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832279 to 119832308,30,7/22/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832309 to 119832328,20,7/23/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832329 to 119832338,10,7/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832339 to 119832348,10,7/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832469 to 119832478,10,7/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832479 to 119832488,10,7/24/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832349 to 119832358,10,7/25/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832359 to 119832368,10,7/28/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832369 to 119832398,30,7/30/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832649 to 119832748,100,8/3/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832489 to 119832538,50,8/6/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832539 to 119832548,10,8/6/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832549 to 119832558,10,8/6/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832559 to 119832568,10,8/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832569 to 119832598,30,8/20/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832749 to 119832758,10,8/20/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832599 to 119832618,20,8/21/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832759 to 119832808,50,8/21/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832619 to 119832638,20,8/27/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832639 to 119832648,10,8/27/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832809 to 119832818,10,9/12/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832829 to 119832868,40,9/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832819 to 119832828,10,9/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832869 to 119832878,10,10/6/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832879 to 119832928,50,10/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832929 to 119832938,10,10/7/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832939 to 119832978,40,10/12/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119832979 to 119833008,30,10/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833009 to 119833018,10,10/14/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833019 to 119833058,40,10/16/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833059 to 119833068,10,10/23/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833069 to 119833118,50,10/31/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833479 to 119833508,30,11/1/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833509 to 119833558,50,11/4/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833119 to 119833158,40,11/8/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833159 to 119833188,30,11/9/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833189 to 119833228,40,11/9/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833229 to 119833248,20,11/9/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833249 to 119833258,10,11/9/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833259 to 119833278,20,11/11/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833279 to 119833308,30,11/15/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833309 to 119833338,30,11/16/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833339 to 119833348,10,11/20/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833559 to 119833568,10,11/22/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833569 to 119833578,10,11/25/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833349 to 119833368,20,11/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833369 to 119833388,20,11/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833389 to 119833408,20,11/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833409 to 119833438,30,11/26/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833439 to 119833458,20,11/27/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833579 to 119833588,10,11/28/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833589 to 119833598,10,11/28/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833459 to 119833478,20,11/28/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833599 to 119833628,30,11/28/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833669 to 119833688,20,12/1/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833689 to 119833708,20,12/3/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833709 to 119833718,10,12/3/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
ACR119,2003,ACR-US-119-2003-163-119833719 to 119833728,10,12/4/2006,North Country LFG,Landfill Gas Capture & Combustion,Version 1.0,,,,,No,Commonwealth Resource Management Corporation,,,12/21/2005,2006,,,,
